class,subclass,moisture_pct,conductivity_mS_cm,ferrous_flag,eddy_index,transparency_0_1,specularity_0_1,density_g_per_l,compliance_N_per_mm,acoustic_peak_hz,acoustic_decay_ms,nir_organic_idx,uv_fluor_0_1,surface_wetness_0_1,color_texture_entropy
landfill,film,23.23453025595962,0.4980943391576946,0,0.08748207493082669,0.056981330563492194,0.67197467834648,149.5395561789298,1.3259645353954213,1465.9471192391397,143.94708136848496,0.18991703609040853,0.39695442732692415,0.23917219010707702,0.4690822569708536
compostable,food,78.92312848516995,10.247195769529085,0,0.03658811162366979,0.0,0.16884916464868527,542.503823266436,0.1303534385550396,728.7508086413858,78.46241018736035,0.7867769668879359,0.12429473062743995,1.0,0.6218239506070194
compostable,food,75.87981560626085,1.680312802071569,0,0.0,0.03321076503549359,0.2835217220231514,418.8490378363674,0.12421426172047345,450.85138718281115,63.18191075630824,0.6042490685646742,0.07619935934375315,0.6653598204686982,0.6835447637776102
landfill,film,15.463783424349083,0.4655696254373719,0,0.0028670417113810867,0.2987821417616223,0.34605237747205686,136.5192059022078,1.4375106072554549,1098.2948249424496,191.56485528556718,0.3955401337726192,0.191797222144455,0.21641681445003436,0.9256789291593742
compostable,paper/cardboard,29.197262193841553,0.7756661656903585,0,0.029824153308239926,0.062098531012650685,0.1702421959535736,366.56878365522044,0.4362575649970828,1229.5755812131674,91.81701310823354,0.6870805484350255,0.16929190149342613,0.34436440325307777,0.24031980448326118
compostable,food,59.99510719236339,16.836122610842935,0,0.037646661246468184,0.027395483358345983,0.11239662817923987,481.9053875582458,0.39082006598985114,486.7734770748355,122.49304472916288,0.8002379439403202,0.054916189358514444,0.6028687291547261,0.6893030365799924
recyclable,metal_nonferrous,15.38421742990682,357.6570758346983,0,0.7274477700222352,0.0,0.9338294561518825,827.2040301847844,9.62040226075882,4907.610789686059,691.2264397328224,0.06873099017847979,0.0,0.13533300513488486,0.07662699751897714
recyclable,paper/cardboard,7.178849180151712,0.0,0,0.007719236769011777,0.10613484588954478,0.30405003208447673,398.1024913588201,1.7137025394958103,933.0465687176575,86.37271546142884,0.7003302149657149,0.5254691761911507,0.15918812622455847,0.2051562856550683
landfill,film,9.311466427954077,0.5075219737756924,0,0.0,0.26244314103491384,0.42813798817773824,127.53659800758516,0.43674337261012597,886.5825496707673,49.135156256112765,0.30487004763949005,0.26762297216329084,0.0,0.474775513417999
recyclable,metal_ferrous,17.596825640682738,705.4713813330006,1,0.06599621953697937,0.0016540366029970425,0.7532587701915293,1454.914858133369,14.525342324352039,5738.5359642609965,220.23460256237797,0.06318681976657223,0.042912122298623075,0.11084507331317674,0.27285186435145364
compostable,paper/cardboard,42.04714896157012,1.5887442927135047,0,0.021656651410362,0.043591404951509226,0.3023695948384585,393.6055637912318,0.904091534410813,566.3473482724419,80.3581842255538,0.7547602116873044,0.20882470127354674,0.5379699237152364,0.6184879583271279
recyclable,glass,6.799470224765629,0.1554441011391049,0,0.04403070311576656,0.954848473025077,0.8171101971669559,585.8586660136411,12.223007628517184,4213.657348543864,882.1612633320301,0.04375138671811156,0.21703758966488065,0.12509785463175258,0.03153952080803471
recyclable,plastic,9.396469099911746,0.015945357265047144,0,0.0,0.4652197855334808,0.6594848219769652,197.93280320828347,0.6889777154383604,773.740409648473,134.2955597816051,0.2718124617319795,0.5761155390944628,0.16313993688969186,0.2731362836732605
compostable,paper/cardboard,50.53982701780347,3.088440704680694,0,0.03691605745125856,0.10570312762123879,0.14771811875757668,368.0908207421826,0.6422019724562953,1163.4728880739708,60.13692650584912,0.7428642629435787,0.07858152498886092,0.433008347461164,0.4949112161108137
compostable,food,78.22310734635909,24.227747411300253,0,0.030156715125792474,0.07691480395248165,0.23580058698478418,406.20567245485375,0.2901975831652484,291.0381611957933,20.841085265599958,0.9844965703952258,0.0027754143994821734,0.6668119564621342,0.5667824040133295
compostable,paper/cardboard,26.37068658260977,6.099624191571852,0,0.020013656379149654,0.11910650007657296,0.12463704328327127,229.8132348400525,1.632793923699977,562.605947112117,79.61965580236821,0.7227221928857785,0.19336471222080628,0.3231360072475765,0.5593729671643884
recyclable,plastic,0.2314683818481802,0.49865384599195817,0,0.08175500057989626,0.6300339210400996,0.34789050886433553,150.6492332093227,1.4792178467998152,1694.8872778521709,198.36536813012435,0.2115402817825632,0.4095410851768825,0.0859405820852773,0.5434114873593269
recyclable,glass,17.36547809169941,0.5487170551486515,0,0.02319172601586227,0.8820000004490853,0.9288790660880288,459.1908252741287,10.95506846893532,3679.5444280614875,745.6179528140591,0.07008479523685349,0.14860180906426934,0.09916278967578165,0.06658288547222094
compostable,paper/cardboard,43.44128159766673,6.309857354766284,0,0.013694066894277513,0.03294886496668105,0.19722585307214863,227.7947975574411,1.7927843073746144,829.1954902636919,75.86059080315025,0.6822947423079105,0.2662100908165969,0.3263379525152772,0.4037499769804427
recyclable,glass,15.710281406564485,0.8012367181411817,0,0.06120173672380168,0.7684904034346611,0.6772229020876365,664.9960169690614,8.034718059784646,5413.6988026328745,773.7564625595503,0.18427436652599077,0.22320876406276605,0.10477535044637891,0.19061829194402163
compostable,paper/cardboard,20.852918104420098,1.5606610952980797,0,0.03219052090417203,0.002231313307937882,0.19405915651809966,309.07119653803255,1.2165149822349757,1159.2897246645607,98.36096287121303,0.8382457518685155,0.060769258128715656,0.3703886850827522,0.5126700179584921
landfill,film,6.009506631811384,0.6653093525057912,0,0.17012399374371567,0.495517763910601,0.3848929044080883,127.97314979566134,0.9157945030762892,960.2300197457171,194.18349000421597,0.27174734830142244,0.4161778577364805,0.1934001177464267,0.7988250329581885
recyclable,plastic,11.836088666521864,0.9353788704960448,0,0.015750641042812617,0.7102363527976366,0.7648103234020025,305.8730161928356,1.849082938494881,723.000923615292,152.22887837361202,0.1075433940066468,0.3135309608747467,0.14860029652937257,0.47492715045749506
recyclable,plastic,8.079013628602226,0.04969078250728942,0,0.06149621727089688,0.7055595261755431,0.5401550675394368,282.5086495845212,1.536660938109298,1918.184096192901,149.92900499615132,0.23049957241296792,0.3426908782978646,0.07326514165715947,0.46660747708062417
compostable,paper/cardboard,51.88321695070101,1.0317630108303646,0,0.039105384744144114,0.07806285525052285,0.13741544647244636,353.3277276585985,1.3638544474735974,989.2431898167315,92.03196055140496,0.7169685534626535,0.4666046391444526,0.5276384967794259,0.6084240342478269
recyclable,glass,15.108735535873414,1.1959604438399594,0,0.03065666463494504,0.8753561605587292,0.7810027238506116,718.7847290499869,9.135129157115003,4612.993727986033,539.6671186296533,0.17270547154695515,0.031124786780911712,0.0,0.3114226575703579
recyclable,metal_ferrous,10.439732205336044,574.1056298563748,1,0.06916031419640903,0.0,0.7484350476222142,1622.6729118010114,15.146592425626086,6964.940312975218,716.2672682383629,0.03863411542977841,0.04868696033650739,0.05003916359291381,0.274698084010471
compostable,food,71.30666118056399,13.753202621311512,0,0.024987673674215106,0.1288726639881737,0.14237635740904384,483.4825830924407,0.6519741274291349,537.3218246312716,58.83915963623679,0.8355271994318646,0.15515422249018407,0.5460227050883409,0.6159563608976251
compostable,paper/cardboard,23.40504416296095,1.6492430882026186,0,0.029830112944935674,0.07953557192160922,0.20148867508803664,463.20669286638804,1.0628484553769744,969.5871586611675,77.26966593502164,0.6522912224090421,0.10981108158986762,0.2781862142717467,0.5539213696320688
recyclable,glass,11.067681180283316,0.0,0,0.09642989827669789,0.7421832615752477,0.6678247296009792,891.8797410394764,13.78172033589199,3307.6387971605336,1186.4149098053254,0.1102870728440809,0.2500514389307895,0.021229305038563573,0.23711412420380737
landfill,textile,15.573402764755713,0.9704924013809287,0,0.06390306962782984,0.11470108336128636,0.35644706320546266,116.2103960167929,0.9768244870228916,1793.7736153760916,99.56471279064046,0.3773051440345439,0.25593593232480705,0.06173527712112212,0.6503427857653723
compostable,food,66.86741556297473,28.107097980212984,0,0.02273070662165475,0.03173392243439457,0.16477442446919266,288.34484525643643,0.2570964903723371,740.082781588885,53.577643025715105,0.7362471213854448,0.11756569267691003,0.8778556231994494,0.686274397279808
landfill,contaminated_paper_plastic,24.866472071131756,7.829948828821447,0,0.07249446117804655,0.007908178195833754,0.22921421708572853,396.5937733867495,1.3856497110852302,1017.8485270946869,102.73716979446222,0.3572291163392243,0.26110409402445905,0.2808073934741497,0.5409883065140038
compostable,paper/cardboard,31.284203432143265,4.29205515002683,0,0.0,0.07916948288370455,0.17259268697516114,259.17272511674855,1.890490618254253,678.1676352860572,109.29490443089153,0.7485002230964867,0.3313823103042619,0.2499216372833742,0.39005466513143616
landfill,styrofoam,2.761736218109772,0.10099793941253411,0,0.0,0.040132242233266786,0.3609228841631207,71.34435810867745,0.601517649703397,811.7340746038069,73.31506291734001,0.19041325133349873,0.3848129388492838,0.21684988026248758,0.6333270889108404
compostable,paper/cardboard,24.4608409661184,2.199773908818426,0,0.02961489159535968,0.15483552037229908,0.14535241637423488,255.21847515217075,1.659868807551499,974.1442346325763,121.69128777969934,0.7430982402407869,0.041146005754407494,0.150030746783329,0.26727316264116063
compostable,paper/cardboard,54.620796734330234,4.623386898545322,0,0.0,0.06731619612288095,0.15583847061851425,344.0329081568695,1.4745414220058133,690.276831493566,91.69596284792344,0.5584058134275091,0.3530334006962268,0.27314386389849593,0.5083795909766745
compostable,food,82.55554610308334,5.368039912623422,0,0.008796379196060609,0.08736468025616309,0.19882962123467718,447.49180872430225,0.5293318458271955,755.532979157685,55.21071527910425,0.863767790493603,0.06584651432962742,0.6673478195159169,0.7318532222384628
compostable,food,69.94818623015685,14.318198855171303,0,0.06150801597290878,0.09355623517158462,0.1239181174265727,594.1456706596734,0.39798115674461215,100.0,44.7978422270649,0.6703366463179314,0.05539405611710839,0.7027627568784327,0.8011724774730339
compostable,paper/cardboard,38.75821368637976,0.7869932235685206,0,0.029118083903414055,0.05704548448905041,0.13137797415857988,196.10735985903142,0.49926847729931223,802.5190733601387,93.9513372480033,0.7122701063988088,0.13008396864631697,0.20813809089548282,0.5912369287527452
recyclable,plastic,0.0,0.0,0,0.0634653094781169,0.7798974728020738,0.4138487423402056,252.61517894697417,1.9066996779731844,676.3358065230718,199.925066895361,0.27012847038737436,0.29387859681391554,0.16766424536086058,0.6245620033784721
landfill,contaminated_paper_plastic,44.40992180410714,7.227791529362013,0,0.001218628869870668,0.0839540232592805,0.44471989088918107,176.66019077023387,1.460935777606403,300.0,136.12098992340665,0.7734156237767684,0.4378971655991529,0.4833587329061986,0.9882271842805628
compostable,paper/cardboard,23.302321088925897,3.2911754243483866,0,0.020387624753960505,0.0,0.23478408784215626,297.81904495172773,1.680980499193229,626.1823702892989,30.0,0.7423267086676147,0.21498764120183672,0.0963992558590322,0.3532250681200091
compostable,food,72.70766684879797,31.300923372903327,0,0.03569208575796048,0.04903698101328027,0.12896873366333858,452.69590713744554,0.6367797787938025,263.837436938231,97.8580423667218,0.8772305052352994,0.13027300079955542,0.765771360821459,0.6023539989232788
landfill,contaminated_paper_plastic,1.875829701798608,2.3896083626740467,0,0.1890509738718113,0.28751073736972865,0.53522072765943,400.7473134357774,1.2102412951198356,1698.34208004581,244.62558394534824,0.5470274694154966,0.28559760587651906,0.4844117844732518,0.6793966122831866
compostable,paper/cardboard,21.470046812563535,4.255817986507138,0,0.023089873311905023,0.06317237050609133,0.17860884552421818,290.34617107701524,1.6881131585670868,630.8302181322466,70.93701902133505,0.8029042313657984,0.10853580777793688,0.4850799615997387,0.7549153974513064
landfill,styrofoam,16.786079437238687,0.2109810969689237,0,0.0462850565540055,0.0,0.061214447252595144,37.59829734948931,1.2756519125813865,1239.0253974233835,66.53461638142099,0.14776037791683097,0.05972229077450006,0.0,0.6649458716442608
landfill,contaminated_paper_plastic,68.8512870825315,5.642818205113848,0,0.016948551780280298,0.6006013062294597,0.4827252755428671,378.814974427138,1.5552617899214949,1611.5055146488744,228.20886462172268,0.2516247783403083,0.4235058095122824,0.1850277392299522,0.7290764596304959
landfill,textile,43.116144868653606,0.3420418723344887,0,0.0,0.0,0.34901241445707265,156.10868397379585,0.947774158960161,1136.3193153653442,175.58242981014016,0.373070524903612,0.5481675290365677,0.24140169184867669,0.8274141720349985
compostable,paper/cardboard,22.786828291076564,0.0,0,0.01253463508117372,0.11222592458226457,0.2449771983941027,255.31214380662277,0.7386030296060864,966.9609094665833,69.41162573435376,0.6785397888911038,0.33903313085244446,0.47406731428486515,0.5236961468377177
compostable,paper/cardboard,43.35401596591147,0.9646148542615707,0,0.018238175119418533,0.18849682940402715,0.08034221541812538,133.3341541582807,1.5134358659194427,730.3392346764742,82.0440618064345,0.6575074897495108,0.1488239831078985,0.5897807168144511,0.6203192687927179
compostable,food,72.67408633472635,9.883881269515115,0,0.0,0.08177090151046132,0.05085932841172219,457.1919156319594,0.569344234489548,772.1317191677301,37.279490022022195,0.578439027534334,0.09286946813275865,0.970076677226628,0.7486735623527324
compostable,food,89.77049415785682,25.480114229668075,0,0.0312576172034871,0.006009282324897287,0.3089648889359553,386.28349226256427,0.41621555470713706,568.4675668979243,108.85401051786936,0.8883180781241778,0.10904058502533373,0.7694932795177158,0.6052217602372159
compostable,food,77.41318856057961,20.405235168060898,0,0.04211051865915968,0.10935151527801901,0.20109841776233478,312.83941047234197,0.908357883075274,270.7309213962624,77.56588663097583,0.7596579319984513,0.07551031573849053,0.749314361545522,0.6385628658540328
compostable,food,48.45765706404592,24.267469610370604,0,0.0,0.036667383538279266,0.11566044637610705,520.6263923724864,0.1004689120290631,592.4345332163886,120.60774058217132,0.7109460796325751,0.0932794317327277,0.6007026733305086,0.6511064647431642
landfill,styrofoam,3.4016276089818236,0.0,0,0.018897164411966448,0.04808693587679221,0.4116007601681375,67.46244794182019,0.20853056147588112,242.58083981750474,68.41582846986188,0.1362424805514443,0.31317910412002004,0.11911290677104265,0.7313901596957615
compostable,food,68.47890274639482,6.297233738582685,0,0.022128604553837937,0.037251139128957236,0.2703194390866151,131.88362299283858,0.7728767129806154,749.2170384995259,18.16524418979626,0.7925849924735721,0.053999139380294596,0.48887324579232677,0.5066619974890949
recyclable,metal_ferrous,18.266172855144724,678.5940768115103,1,0.038003000296720504,0.0,0.8426522604705463,1783.837222474987,11.923517614244401,6739.409431435772,608.7555436226844,0.05188423206289137,0.03283970365784812,0.0,0.2973726230852368
recyclable,metal_nonferrous,4.332937087884037,420.80089673515795,0,0.9082455328133127,0.0,0.8316479067810354,1006.8543628400445,4.957388622285639,6371.672134963203,656.1203186930451,0.097689176940722,0.0,0.20931115294835506,0.14622632953151593
recyclable,metal_ferrous,6.446367220529656,571.821089848692,1,0.08356683793792008,0.012744284266875815,0.8379828442252651,1929.5454628155455,13.072984099893269,7077.407167435086,735.9816235664946,0.07216756144713748,0.15289055885488811,0.0,0.14848291009079823
recyclable,metal_ferrous,4.330197579832645,767.7948501231317,1,0.05039130123130857,0.0,0.8422996150909263,1987.6181002979567,9.752484820190276,8578.609949128124,631.5744448382255,0.06518741854073958,0.17504502489671409,0.015548840816112297,0.1646314240432994
compostable,food,91.4839025419555,10.900411882978466,0,0.039057490944058776,0.13061391289943228,0.2551931562867238,646.7957435245671,0.6855318727679731,515.0867277803186,29.950854702570787,0.8003150009496041,0.020972738327866572,1.0,0.5788937025081196
landfill,contaminated_paper_plastic,27.723349710439074,6.711075777402445,0,0.03327926582962658,0.0,0.9748165396019828,291.94134382450164,1.267016478064005,751.0368184664768,203.46355457741478,0.42044151887253106,0.0,0.23594891199711676,0.8453911221208734
compostable,food,66.54787571348689,0.7323096290915228,0,0.0,0.08030049756728198,0.04756565180029734,660.5753018381238,0.05,839.2912736580076,75.27543668006545,0.8122629510503686,0.04185566392337352,0.7598704171528106,0.5954838357090182
compostable,food,95.83156563798299,13.583286267701183,0,0.006971639927711033,0.025805708297283923,0.12437221534445438,500.89991356823,0.6307088720088749,385.2599992122842,69.39113519347544,0.9913816286889491,0.2009280219070498,0.7654485504511048,0.604560417380184
recyclable,metal_ferrous,4.68093652791638,561.9072440404148,1,0.02738413658927116,0.003826535514774916,0.9287452781712269,1077.1684078356877,13.228315591926757,6667.9938739370255,617.0091587950034,0.08376982005022873,0.04058987806135894,0.09171305172753756,0.17861248324453613
compostable,food,57.04164893891905,6.799808524744814,0,0.018331240604192785,0.0,0.07625121494997494,329.5251153502202,0.551816832349736,513.86886740725,51.95656116656867,0.8341456697711518,0.04173239407889142,0.659251733451092,0.8008142508358245
compostable,food,68.52288383628766,5.773562196781499,0,0.023916905101953632,0.0010813611192483988,0.18266022045715774,245.68996749145916,0.7572889093314109,594.5194964826086,76.40074335784689,0.8986152787156411,0.19658321111238036,0.8521555097527195,0.37909509224020255
landfill,styrofoam,7.252571018777986,0.001072347852383665,0,0.019057486535897825,0.03668935247967542,0.36111593558226757,34.056714072685565,1.747333816960175,1014.0120236938782,39.479879466115065,0.13036797683795193,0.2979297252936727,0.23763440561714547,0.3464419796428859
landfill,film,23.55474729583956,0.0,0,0.05935741580304533,0.4001119984679391,0.6987615599545772,105.30127395089667,0.48019581397966393,829.5717138825562,105.68428722809404,0.33153241668090144,0.10281982402766801,0.1379294980073226,0.3316481414247838
landfill,contaminated_paper_plastic,66.4826184552866,0.8796196940420407,0,0.05879795525877049,0.2888781514641308,0.5260215991167465,252.96715090610337,1.0555784568916142,1525.7737456197533,203.98694849803806,0.4033874097418476,0.037624285655113776,0.3564152555333505,0.6124139803551051
compostable,food,72.07939224749978,9.601294429800955,0,0.058082731791460146,0.13129794576810316,0.3275024186758507,430.9145747519938,0.5739061221867737,196.67149011584178,106.92336065295686,0.7265776358985652,0.09517428946338403,0.5354046208550733,0.5293359807913565
landfill,film,26.645950598650096,0.5972782753959515,0,0.0,0.4496610951471969,0.6854470078733594,114.71348406454143,1.4446361234655494,1252.8134822864042,30.0,0.27996719773379264,0.21909562683809272,0.34669236661751246,0.7416322260377721
compostable,food,80.33523201864169,21.573051893165207,0,0.007804341913612355,0.04329914166635412,0.15117505557833577,355.8122024301312,0.6620701084609648,475.8103702784437,80.48831109767569,0.7490006257758319,0.04937791897736127,0.8083572036741656,0.5552600217489879
recyclable,metal_nonferrous,16.053080787469124,209.88683818106347,0,0.8018464527160337,0.00624903594654043,0.8154758859993437,1261.9730338867068,9.776964010724427,5778.538269376866,674.7727275221349,0.08297941444854048,0.040479563085976444,0.14129152316691038,0.1547471706783355
landfill,textile,35.722338272651605,1.864584791751771,0,0.0,0.19210531280479254,0.30466160632722955,197.91610639548426,0.1,889.2904363251758,77.49297537096702,0.1,0.21959187880192876,0.09234846056915524,1.0
landfill,textile,7.552085620383888,0.21543300739747706,0,0.05624969857841698,0.12447846196034998,0.2934588168346662,117.07883323858692,0.1,990.7582772462015,91.00432505085266,0.45235184029421194,0.680001319915458,0.33122656281892093,1.0
compostable,food,89.82938630186585,3.431570562807609,0,0.03360432210900899,0.10962537562389875,0.007712993279478636,488.3582191102773,0.3739550422480821,483.69546537967085,78.69191208845841,0.7810217148709158,0.03270043445868717,0.7051228626232037,0.46953048733646363
landfill,textile,34.2115931738807,1.2567191727957405,0,0.00014194460247717033,0.13990047592438523,0.42490586671861125,244.1694530812313,1.4285159182613723,1490.2360701929285,194.7979318642884,0.5613440191026491,0.2993464533564721,0.3909827551344136,0.5702018684483127
recyclable,glass,25.46898966023925,0.6634972566350488,0,0.004946264880832947,0.9822330440984337,0.9077777585198444,891.7436840701099,7.740874349061009,4344.862538291704,907.240980053894,0.13111426620122058,0.26845847970362885,0.10813785667774159,0.32980117703044276
recyclable,metal_nonferrous,12.215959990995835,536.1315135800611,0,0.7467445228085163,0.0036901643782516714,0.8099428555880681,1187.2112335872032,12.33081010879455,6036.571696704755,436.43951901419894,0.060411495325037576,0.03251053201809833,0.07477869328669955,0.24680504275897533
recyclable,metal_ferrous,11.112758104710327,729.5292363782282,1,0.055144079527711734,0.011526481032616925,0.7647817344552134,1740.3851266395554,8.489157880809675,5663.102370120295,505.3603749393315,0.04173819449277266,0.022600209062943112,0.0828679751431049,0.28371544863313847
compostable,paper/cardboard,32.8226111690298,1.78732599493737,0,0.03991163028004059,0.1651586304959019,0.0653379659794788,139.2262081180782,0.9511860777782474,1045.6843957934661,102.42183976268993,0.805581716398708,0.036036296596163,0.0025784205546685035,0.6287021292953218
compostable,paper/cardboard,46.63482830903488,2.6537108012208748,0,0.0,0.07021507344265493,0.2542062817936066,295.36293643278185,1.4012361474494988,820.3129211884667,64.25470378645387,0.7101324748763111,0.21708569316391846,0.2516468420807834,0.4646433132714997
landfill,textile,21.842341487004212,1.4513228247434116,0,0.0,0.22354837695030694,0.2964542848493473,289.08688083165475,0.6924668376691399,1239.650316990464,131.77100897473878,0.4395832741525033,0.01635393519919745,0.2377338205907556,0.5288243306291506
recyclable,plastic,5.440764479568435,0.11892394059618663,0,0.0,0.48432494811663956,0.8161581643973673,265.328171871418,1.9510173500757402,1558.5902446613272,186.16618913642944,0.13595277261215158,0.2942882205330987,0.09344029658780738,0.46995285459874026
recyclable,metal_nonferrous,15.799924233572805,644.0457752130002,0,0.6564646506760452,0.010831452126607344,0.6529185101382344,1179.6234648244695,8.896646420286835,6843.039976720627,366.80826433686946,0.1151350289811844,0.0,0.04652360713174579,0.12019053722309647
landfill,film,15.36613250014869,0.44824341904543147,0,0.0731153448323984,0.2907667791563961,0.29539665795406234,193.3798160774594,1.5188690528746127,652.7072242575874,189.315288944954,0.41807657133881904,0.2796630697364319,0.10275960674648568,0.6184528010290133
compostable,paper/cardboard,33.027977529375306,2.4241867061483506,0,0.00013282600836098807,0.029206058650501084,0.08280202123181521,155.9756005946661,0.7130869231118082,939.8656267010323,67.6803121127029,0.7610891571384877,0.18416564985030742,0.05472436798429192,0.5982463376332534
compostable,food,66.26396470525039,10.536828471161279,0,0.0474975283829637,0.017701791043773236,0.08606463946797971,392.0707773381561,0.26166784793532194,524.5340631989591,110.61696146173901,0.8458463418492823,0.06233525485115987,0.6562283096626683,0.4124171029564011
recyclable,glass,7.49117497140978,0.0,0,0.06529599761363296,0.8033022293149918,0.591425228921845,907.4490412803561,7.3996138579134705,5835.369519183336,588.3416025424781,0.02403086963101475,0.0,0.09753707980692679,0.12380698861420736
compostable,food,73.42491639489235,12.614815063670147,0,0.015502880363838428,0.01749987095882701,0.16349237375733822,503.0328779483291,0.2274002306392885,782.186475949254,67.53529669289345,0.8215079698355877,0.129575009627959,0.7349824196895252,0.7143763960695894
recyclable,plastic,16.042365054908498,0.0,0,0.08669752391821192,0.4350796283633218,0.5996332073389368,194.63177339408276,0.93759600808012,1728.4896840944957,229.53217979749786,0.2376010928997329,0.3686087593181771,0.01094916506305274,0.5130285478484011
compostable,food,78.12808518988689,7.597558769236639,0,0.006567532641238969,0.04872229645042774,0.24381832154074917,515.2320185513319,0.4073464169784735,654.3397421296689,10.0,0.9119012560297682,0.0,0.6456338587895302,0.46563961264486275
landfill,film,3.739733790324715,1.3765023381061359,0,0.07047549481062201,0.7834575937211509,0.6992377192033005,105.48941033949147,0.7091144016629785,1335.3744720961229,166.25037220838217,0.19226579842916663,0.05350102441311899,0.841797013729973,0.5788275491485791
recyclable,plastic,8.171318249610358,0.0,0,0.07495552533994707,0.5755854404749159,0.7453589789660825,180.0601908404276,0.2,1319.8527234973328,180.34238175698914,0.2812313862940179,0.13907036591494545,0.15189422988111123,0.30338298786362616
landfill,contaminated_paper_plastic,31.537265481444344,8.239384244477709,0,0.04109423593614887,0.32370526111791464,0.5171625967109311,328.58368362808903,2.0327075822075837,740.3045601270451,137.41352043235977,0.7673937840539224,0.2985366998821465,0.0,0.7256437988222537
landfill,film,12.577993073889623,0.1751350632261091,0,0.0,0.44300638858869124,0.743205984840095,202.17435111920526,0.49513226630509427,599.5088338489297,122.94872707071329,0.4067791509795664,0.37683971184393183,0.3767136418229621,0.7334785427678242
landfill,contaminated_paper_plastic,19.1277351129397,6.563479631207839,0,0.0,0.12333421815068224,0.0,511.051828594149,1.5303341596957392,916.3262570309178,78.78098805003054,0.36078322448171873,0.49337590696389033,0.07158301488301488,0.7330098696846794
landfill,styrofoam,5.620506074601696,0.22409587178756357,0,0.0604901855321499,0.06854259463554985,0.005691691587426884,49.144020565660696,0.1,717.55043573854,30.380693108207147,0.11898866702521002,0.01751341644390564,0.15841601779674774,0.5500862980206206
compostable,paper/cardboard,34.83081240911994,1.874703555756357,0,0.024824804968134585,0.08422525728464313,0.23585961847285652,383.1157754442632,0.7797506712688795,1117.1931251476929,60.34158932225364,0.7670284710510188,0.25436865416434423,0.06330246625062436,0.5139468869794115
landfill,film,0.0,0.4473320875592809,0,0.0,0.4342374287491326,0.34427034165102127,78.9028835264355,1.702467250876951,1527.7789552496758,139.75144490335074,0.26847686502490237,0.2428125961385487,0.3525777476763141,0.4985918450176792
compostable,food,77.51591298329551,8.066910514943622,0,0.036142451932746206,0.0013226900147765702,0.18810862154849753,510.6564190999952,0.76505247687472,1051.9320077822156,79.81039917946917,0.7792829099434,0.07820979814656039,0.43463861426663225,0.516634424269313
